17:29:00,647.58,7.35,False
17:29:01,637.12,7.35,False
17:29:03,633.96,7.35,False
17:29:05,625.84,7.35,False
17:29:06,650.25,7.35,False
17:29:08,814.23,7.35,False
17:29:10,657.55,7.35,False
17:29:12,647.42,7.35,False
17:29:13,660.22,7.35,False
17:29:15,647.9,7.35,False
17:29:16,633.05,7.35,False
17:29:18,659.52,7.35,False
17:29:20,640.04,7.35,False
17:29:21,638.51,73.5,False
17:29:23,644.09,76.99,False
17:29:25,634.21,83.91,False
17:29:26,663.44,87.32,False
17:29:28,643.45,94.0,False
17:29:30,643.84,97.26,False
17:29:31,639.33,103.56,False
17:29:33,645.74,109.52,False
17:29:35,630.65,112.36,False
17:29:36,638.8,117.71,False
17:29:38,649.71,120.21,True
17:29:40,628.51,124.83,True
17:29:41,647.96,126.94,True
17:29:43,618.97,130.72,True
17:29:44,626.51,132.38,True
17:29:46,630.15,135.24,True
17:29:48,652.18,136.43,True
17:29:49,633.6,138.3,True
17:29:51,639.58,138.98,True
17:29:53,633.52,139.82,True
17:29:54,690.39,139.98,True
17:29:56,641.69,139.78,True
17:29:58,641.06,138.88,True
17:29:59,641.68,138.17,True
17:30:01,633.46,136.24,True
17:30:03,631.01,135.03,True
17:30:04,606.38,132.12,True
17:30:06,651.19,130.42,True
17:30:07,639.28,126.59,True
17:30:09,676.13,124.47,True
17:30:11,628.69,119.8,False
17:30:12,639.65,117.28,False
17:30:14,642.31,111.89,False
17:30:16,652.32,109.04,False
17:30:17,630.73,106.09,False
17:30:19,643.12,106.09,False
17:30:21,632.39,106.09,False
17:30:22,653.04,106.09,False
17:30:24,645.51,106.09,False
17:30:26,648.2,106.09,False
17:30:27,615.59,106.09,False
17:30:29,647.0,106.09,False
17:30:31,743.74,106.09,False
17:30:32,630.62,106.09,False
17:30:34,641.55,106.09,False
17:30:36,648.73,106.09,False
17:30:37,642.82,106.09,False
17:30:39,636.93,106.09,False
17:30:40,638.56,106.09,False
17:30:42,773.84,106.09,False
17:30:44,651.43,106.09,False
17:30:46,648.14,106.09,False
17:30:47,643.66,106.09,False
17:30:49,650.53,106.09,False
17:30:51,713.24,106.09,False
17:30:52,643.77,106.09,False
17:30:54,630.48,106.09,False
17:30:55,612.96,106.09,False
17:30:57,648.83,73.5,False
17:30:59,686.75,83.91,False
17:31:01,803.01,94.0,False
17:31:02,660.1,103.56,False
17:31:04,647.17,112.36,False
17:31:06,659.39,120.21,True
17:31:07,659.62,126.94,True
17:31:09,643.54,132.38,True
17:31:11,638.86,136.43,True
17:31:12,610.99,138.98,True
17:31:14,628.53,139.82,True
17:31:15,647.67,139.78,True
17:31:17,665.78,138.17,True
17:31:19,645.51,135.03,True
17:31:20,629.62,130.42,True
17:31:22,642.97,124.47,True
17:31:24,646.44,117.28,False
17:31:25,652.1,109.04,False
17:31:27,643.54,99.92,False
17:31:29,623.83,90.12,False
17:31:30,644.15,83.33,False
17:31:32,738.9,72.91,False
17:31:34,641.7,62.43,False
17:31:35,636.85,52.11,False
17:31:37,634.2,42.2,False
17:31:39,653.89,32.91,False
17:31:40,638.65,24.46,False
17:31:42,644.04,17.02,False
17:31:44,643.48,10.78,False
17:31:45,625.82,5.87,False
17:31:47,623.41,2.4,False
17:31:48,647.44,0.44,False
17:31:50,629.02,0.01,False
17:31:52,616.81,0.66,False
17:31:53,637.25,1.97,False
17:31:55,675.89,1.97,False
17:31:57,643.29,1.97,False
17:31:58,641.81,1.97,False
17:32:00,620.04,1.97,False
17:32:02,624.7,1.97,False
17:32:03,649.66,1.97,False
17:32:05,634.49,1.97,False
17:32:07,656.53,94.0,False
17:32:08,639.87,120.21,True
17:32:10,630.38,137.45,True
17:32:11,644.63,138.17,True
17:32:13,626.12,122.2,True
17:32:15,639.56,96.72,False
17:32:16,637.73,62.43,False
17:32:18,643.42,32.91,False
17:32:20,601.56,10.78,False
17:32:21,639.11,0.14,False
17:32:23,629.15,5.19,False
17:32:25,634.78,25.81,False
17:32:26,635.37,57.25,False
17:32:28,670.56,88.46,False
17:32:29,625.26,118.57,False
17:32:31,653.61,136.79,True
17:32:33,643.25,139.26,True
17:32:34,621.36,125.89,True
17:32:36,656.52,102.0,False
17:32:38,643.9,68.23,False
17:32:39,658.69,37.97,False
17:32:41,635.89,12.05,False
17:32:43,650.05,0.32,False
17:32:44,632.2,0.07,False
17:32:46,615.42,0.07,False
17:32:48,635.22,0.07,False
17:32:49,709.52,0.07,False
17:32:51,815.08,0.07,False
17:32:53,671.81,0.07,False
17:32:54,644.66,0.07,False
17:32:56,644.5,0.07,False
17:32:58,647.53,0.07,False
17:32:59,652.8,0.07,False
17:33:01,648.15,0.07,False
17:33:03,635.45,0.07,False
17:33:04,660.32,0.07,False
17:33:06,649.09,0.07,False
17:33:08,657.67,0.07,False
17:33:09,643.49,0.07,False
17:33:11,634.03,0.07,False
17:33:13,637.39,0.07,False
17:33:14,641.12,0.07,False
17:33:16,646.3,0.07,False
17:33:18,642.63,0.07,False
17:33:19,655.98,0.07,False
17:33:21,638.04,0.07,False
17:33:23,671.54,0.07,False
17:33:24,629.27,0.07,False
17:33:26,635.8,0.07,False
17:33:27,635.71,0.07,False
17:33:29,623.05,0.07,False
17:33:31,645.7,0.07,False
17:33:32,633.4,0.07,False
17:33:34,629.48,0.07,False
17:33:36,638.24,0.07,False
17:33:37,646.97,0.07,False
17:33:39,632.99,0.07,False
17:33:41,652.35,0.07,False
17:33:42,633.53,0.07,False
17:33:44,642.87,0.07,False
17:33:46,644.11,0.07,False
17:33:47,648.58,0.07,False
17:33:49,644.93,0.07,False
17:33:50,644.96,0.07,False
17:33:52,636.82,0.07,False
17:33:54,618.83,0.07,False
17:33:55,635.3,0.07,False
17:33:57,646.3,0.07,False
17:33:59,646.8,0.07,False
17:34:00,646.18,0.07,False
17:34:02,657.9,0.07,False
17:34:04,644.9,0.07,False
